DateTime,RaisedAmount
2023-10-07 15:01:43,3544007.0
2023-10-07 15:03:45,3546807.0
2023-10-07 15:04:46,3548507.0
2023-10-07 15:05:47,3550457.0
2023-10-07 15:07:48,3550706.0
2023-10-07 15:08:49,3550955.0
2023-10-07 15:09:50,3551805.0
2023-10-07 15:10:51,3552773.0
2023-10-07 15:11:52,3553101.0
2023-10-07 15:12:53,3554449.0
2023-10-07 15:13:54,3554899.0
2023-10-07 15:14:55,3555349.0
2023-10-07 15:15:56,3553488.0
2023-10-07 15:17:58,3553938.0
2023-10-07 15:18:59,3556738.0
2023-10-07 15:20:00,3559265.0
2023-10-07 15:22:02,3560893.0
2023-10-07 15:24:04,3561743.0
2023-10-07 15:25:04,3562842.0
2023-10-07 15:26:06,3563551.0
2023-10-07 15:27:06,3565501.0
2023-10-07 15:28:07,3567451.0
2023-10-07 15:29:08,3567970.0
2023-10-07 15:30:09,3569270.0
2023-10-07 15:32:11,3570239.0
2023-10-07 15:33:12,3570498.0
2023-10-07 15:34:13,3572448.0
2023-10-07 15:37:15,3574657.0
2023-10-07 15:44:21,3574906.0
2023-10-07 15:45:22,3577306.0
2023-10-07 15:46:23,3579256.0
2023-10-07 15:48:25,3582194.0
2023-10-07 15:49:26,3582644.0
2023-10-07 15:50:27,3586872.0
2023-10-07 15:51:28,3587121.0
2023-10-07 15:53:30,3587571.0
2023-10-07 15:54:30,3590029.0
2023-10-07 15:56:32,3593538.0
2023-10-07 15:57:33,3594507.0
2023-10-07 16:01:36,3596277.0
2023-10-07 16:02:37,3596785.0
2023-10-07 16:04:39,3599185.0
2023-10-07 16:07:42,3601985.0
2023-10-07 16:08:43,3602904.0
2023-10-07 16:10:44,3604854.0
2023-10-07 16:11:45,3604253.0
2023-10-07 16:15:49,3605953.0
2023-10-07 16:16:49,3608681.0
2023-10-07 16:18:51,3609581.0
2023-10-07 16:19:52,3610031.0
2023-10-07 16:20:53,3610481.0
2023-10-07 16:21:54,3611000.0
2023-10-07 16:22:55,3611450.0
2023-10-07 16:23:56,3613400.0
2023-10-07 16:26:59,3617378.0
2023-10-07 16:30:01,3620427.0
2023-10-07 16:32:03,3622377.0
2023-10-07 16:33:04,3623936.0
2023-10-07 16:34:05,3624185.0
2023-10-07 16:35:06,3624254.0
2023-10-07 16:37:07,3627432.0
2023-10-07 16:41:11,3627681.0
2023-10-07 16:46:16,3630150.0
2023-10-07 16:48:17,3632100.0
2023-10-07 16:49:18,3634109.0
2023-10-07 16:50:19,3635859.0
2023-10-07 16:51:20,3636378.0
2023-10-07 16:52:21,3638328.0
2023-10-07 16:53:22,3639697.0
2023-10-07 16:54:23,3640147.0
2023-10-07 16:55:24,3642097.0
2023-10-07 16:57:25,3643866.0
2023-10-07 16:58:26,3644316.0
2023-10-07 16:59:27,3644565.0
2023-10-07 17:01:29,3647624.0
2023-10-07 17:02:29,3649574.0
2023-10-07 17:03:30,3651524.0
2023-10-07 17:05:32,3652824.0
2023-10-07 17:06:33,3658674.0
2023-10-07 17:07:34,3659124.0
2023-10-07 17:08:35,3660043.0
2023-10-07 17:09:36,3660582.0
2023-10-07 17:10:37,3661432.0
2023-10-07 17:13:39,3661760.0
2023-10-07 17:16:42,3662610.0
2023-10-07 17:17:43,3663719.0
2023-10-07 17:20:46,3664688.0
2023-10-07 17:25:51,3667505.0
2023-10-07 17:26:51,3667955.0
2023-10-07 17:27:52,3668453.0
2023-10-07 17:28:53,3669552.0
2023-10-07 17:34:59,3670002.0
2023-10-07 17:39:02,3670071.0
2023-10-07 17:40:03,3670770.0
2023-10-07 17:44:06,3671220.0
2023-10-07 17:45:07,3673429.0
2023-10-07 17:46:07,3673879.0
2023-10-07 17:47:08,3676347.0
2023-10-07 17:48:09,3679147.0
2023-10-07 17:49:10,3681235.0
2023-10-07 17:53:13,3681304.0
2023-10-07 17:55:15,3681754.0
2023-10-07 17:56:16,3682204.0
2023-10-07 18:26:34,3702957.0
2023-10-07 18:28:41,3703666.0
2023-10-07 18:30:42,3703724.0
2023-10-07 18:31:43,3705074.0
2023-10-07 18:33:45,3707342.0
2023-10-07 18:34:46,3707591.0
2023-10-07 18:35:47,3711150.0
2023-10-07 18:36:48,3711399.0
2023-10-07 18:37:49,3712249.0
2023-10-07 18:38:50,3712958.0
2023-10-07 18:39:51,3713808.0
2023-10-07 18:41:53,3714258.0
2023-10-07 18:42:54,3718476.0
2023-10-07 18:43:55,3718926.0
2023-10-07 18:44:55,3721326.0
2023-10-07 18:45:56,3723276.0
2023-10-07 18:46:57,3724126.0
2023-10-07 18:47:58,3725026.0
2023-10-07 18:48:59,3726976.0
2023-10-07 18:50:00,3727436.0
2023-10-07 18:51:01,3728604.0
2023-10-07 18:52:02,3730554.0
2023-10-07 18:53:03,3731004.0
2023-10-07 18:57:07,3733213.0
2023-10-07 18:58:08,3733663.0
2023-10-07 18:59:09,3735363.0
2023-10-07 19:02:11,3737313.0
2023-10-07 19:03:12,3737562.0
2023-10-07 19:04:13,3737821.0
2023-10-07 19:05:14,3739771.0
2023-10-07 19:07:16,3740279.0
2023-10-07 19:10:19,3740729.0
2023-10-07 19:11:20,3741248.0
2023-10-07 19:12:21,3741698.0
2023-10-07 19:13:22,3742148.0
2023-10-07 19:19:27,3744298.0
2023-10-07 19:20:28,3746957.0
2023-10-07 19:22:30,3750265.0
2023-10-07 19:23:31,3752215.0
2023-10-07 19:25:33,3753134.0
2023-10-07 19:27:35,3755534.0
2023-10-07 19:29:37,3757484.0
2023-10-07 19:30:39,3758334.0
2023-10-07 19:34:43,3758784.0
2023-10-07 19:35:44,3761912.0
2023-10-07 19:37:46,3763862.0
2023-10-07 19:39:47,3763872.0
2023-10-07 19:40:48,3764380.0
2023-10-07 19:42:50,3765230.0
2023-10-07 19:44:52,3765680.0
2023-10-07 19:46:53,3766530.0
2023-10-07 19:47:55,3768480.0
2023-10-07 19:54:00,3768930.0
2023-10-07 19:56:03,3769629.0
2023-10-07 19:57:03,3770079.0
2023-10-07 20:00:06,3770529.0
2023-10-07 20:07:13,3773188.0
2023-10-07 20:09:15,3773638.0
2023-10-07 20:12:17,3776697.0
2023-10-07 20:14:19,3777547.0
2023-10-07 20:17:22,3779247.0
2023-10-07 20:18:23,3780616.0
2023-10-07 20:21:26,3781135.0
2023-10-07 20:22:27,3781453.0
2023-10-07 20:23:28,3781903.0
2023-10-07 20:25:30,3782612.0
2023-10-07 20:28:32,3783912.0
2023-10-07 20:30:34,3785212.0
2023-10-07 20:40:43,3785731.0
2023-10-07 20:41:44,3786181.0
2023-10-07 20:43:46,3786529.0
2023-10-07 20:45:48,3788479.0
2023-10-07 20:46:49,3790429.0
2023-10-07 20:48:51,3790948.0
2023-10-07 20:49:52,3791017.0
2023-10-07 20:51:54,3791106.0
2023-10-07 20:52:55,3789156.0
2023-10-07 20:54:56,3789606.0
2023-10-07 20:56:58,3790315.0
2023-10-07 20:57:59,3790765.0
2023-10-07 20:59:00,3792715.0
2023-10-07 21:00:01,3793165.0
2023-10-07 21:01:02,3793414.0
2023-10-07 21:03:04,3794523.0
2023-10-07 21:05:05,3794772.0
2023-10-07 21:07:07,3795222.0
2023-10-07 21:11:11,3800169.0
2023-10-07 21:12:12,3800248.0
2023-10-07 21:13:13,3802198.0
2023-10-07 21:14:14,3804148.0
2023-10-07 21:16:15,3804397.0
2023-10-07 21:17:16,3805106.0
2023-10-07 21:20:21,3805556.0
2023-10-07 21:21:22,3806406.0
2023-10-07 21:23:24,3808356.0
2023-10-07 21:24:25,3809206.0
2023-10-07 21:26:27,3809455.0
2023-10-07 21:27:28,3810305.0
2023-10-07 21:28:29,3810755.0
2023-10-07 21:30:31,3810824.0
2023-10-07 21:32:33,3811674.0
2023-10-07 21:37:41,3813624.0
2023-10-07 21:41:45,3814143.0
2023-10-07 21:43:47,3814651.0
2023-10-07 21:44:48,3817710.0
2023-10-07 21:45:49,3818560.0
2023-10-07 21:51:55,3819410.0
2023-10-07 21:52:56,3820768.0
2023-10-07 21:55:59,3821477.0
2023-10-07 21:58:01,3821726.0
2023-10-07 21:59:02,3821795.0
2023-10-07 22:02:04,3823814.0
2023-10-07 22:04:06,3823883.0
2023-10-07 22:05:08,3824333.0
2023-10-07 22:07:11,3825183.0
2023-10-07 22:10:12,3825633.0
2023-10-07 22:11:13,3828091.0
2023-10-07 22:13:43,3832240.0
2023-10-07 22:15:59,3833339.0
2023-10-07 22:16:59,3833789.0
2023-10-07 22:19:06,3835139.0
2023-10-07 22:20:07,3835589.0
2023-10-07 22:21:08,3835838.0
2023-10-07 22:23:10,3836097.0
2023-10-07 22:28:15,3838047.0
2023-10-07 22:31:18,3838497.0
2023-10-07 22:32:19,3838746.0
2023-10-08 18:35:53,4513199.0
2023-10-08 18:36:57,4513649.0
2023-10-08 18:37:58,4514499.0
2023-10-08 18:38:59,4514758.0
2023-10-08 18:41:01,4515467.0
2023-10-08 18:42:02,4515917.0
2023-10-08 18:43:03,4516367.0
2023-10-08 18:45:05,4516817.0
2023-10-08 18:46:06,4518244.0
2023-10-08 18:47:07,4520522.0
2023-10-08 18:48:07,4522561.0
2023-10-08 18:49:08,4523069.0
2023-10-08 18:50:09,4525527.0
2023-10-08 18:51:10,4527086.0
2023-10-08 18:52:11,4527536.0
2023-10-08 19:08:56,4572631.0
2023-10-08 19:09:58,4574850.0
2023-10-08 19:53:32,4643734.0
2023-10-08 21:57:56,4796737.0
2023-10-08 23:26:11,4968563.0
2023-10-08 23:27:12,4970313.0
2023-10-08 23:28:13,4971271.0
2023-10-08 23:29:14,4972820.0
2023-10-08 23:30:16,4973270.0
2023-10-08 23:31:17,4978129.0
2023-10-08 23:32:18,4978579.0
2023-10-08 23:33:19,4980529.0
2023-10-08 23:34:20,4983379.0
2023-10-08 23:35:21,4985388.0
2023-10-08 23:36:22,4987397.0
2023-10-08 23:37:24,4988546.0
2023-10-08 23:38:25,4989504.0
2023-10-08 23:39:26,4993762.0
2023-10-08 23:40:27,4998112.0
2023-10-08 23:41:28,5000512.0
2023-10-08 23:42:29,5000962.0
2023-10-08 23:43:30,5004339.0
2023-10-08 23:44:31,5004789.0
2023-10-08 23:45:33,5007389.0
2023-10-08 23:46:34,5010689.0
2023-10-08 23:47:35,5011539.0
2023-10-08 23:49:37,5019007.0
2023-10-08 23:50:38,5019457.0
2023-10-08 23:51:39,5020156.0
2023-10-08 23:52:41,5021906.0
2023-10-08 23:53:42,5024756.0
2023-10-08 23:54:43,5025206.0
2023-10-08 23:57:46,5026264.0
2023-10-08 23:58:48,5027432.0
2023-10-08 23:59:49,5030669.0
2023-10-09 00:00:50,5031569.0
2023-10-09 00:02:53,5033969.0
2023-10-09 00:04:55,5037869.0
2023-10-09 00:05:56,5038118.0
2023-10-09 00:07:58,5038968.0
2023-10-09 00:09:00,5039418.0
2023-10-09 00:11:02,5039868.0
2023-10-09 00:13:04,5040977.0
2023-10-09 00:15:07,5041427.0
2023-10-09 00:16:08,5043377.0
2023-10-09 00:18:10,5043827.0
2023-10-09 00:19:11,5045777.0
2023-10-09 00:22:15,5046627.0
2023-10-09 00:27:20,5047135.0
2023-10-09 00:30:24,5048244.0
2023-10-09 00:36:31,5048694.0
2023-10-09 00:40:35,5049144.0
2023-10-09 00:41:37,5049594.0
2023-10-09 00:47:44,5049853.0
2023-10-09 00:53:51,5050102.0
2023-10-09 01:05:04,5050171.0
2023-10-09 01:07:07,5050679.0
2023-10-09 01:18:20,5051129.0
2023-10-09 01:20:22,5051198.0
2023-10-09 02:24:39,5051648.0
2023-10-09 02:45:03,5051907.0
2023-10-09 06:14:42,5053594.0
2023-10-09 06:23:08,5054102.0
2023-10-09 06:31:17,5054552.0
2023-10-09 06:43:32,5054641.0
2023-10-09 07:55:58,5054900.0
2023-10-09 08:36:07,5058743.0
2023-10-09 08:41:13,5058992.0
2023-10-09 08:42:14,5059442.0
2023-10-09 08:43:15,5059760.0
2023-10-09 08:46:19,5061710.0
2023-10-09 08:47:20,5062218.0
2023-10-09 09:04:42,5062536.0
2023-10-09 09:07:46,5063386.0
2023-10-09 09:10:49,5066113.0
2023-10-09 09:38:24,5066202.0
2023-10-09 09:44:32,5066451.0
2023-10-09 09:47:36,5068660.0
2023-10-09 09:49:38,5069438.0
2023-10-09 09:54:44,5069687.0
2023-10-09 09:55:46,5069756.0
2023-10-09 10:07:00,5069825.0
2023-10-09 10:11:05,5069894.0
2023-10-09 10:12:07,5071844.0
2023-10-09 10:17:13,5072093.0
2023-10-09 10:19:16,5072411.0
2023-10-09 10:25:24,5072500.0
2023-10-09 10:29:29,5073008.0
2023-10-09 10:30:31,5073326.0
2023-10-09 10:48:50,5073395.0
2023-10-09 10:49:51,5073654.0
2023-10-09 10:50:53,5073743.0
2023-10-09 10:55:15,5073992.0
2023-10-09 10:56:35,5075942.0
2023-10-09 10:57:36,5076792.0
2023-10-09 11:00:40,5077300.0
2023-10-09 11:03:46,5077549.0
2023-10-09 11:22:58,5080764.0
2023-10-09 11:25:27,5081614.0
2023-10-09 11:30:34,5082323.0
2023-10-09 11:36:41,5082842.0
2023-10-09 11:39:45,5083091.0
2023-10-09 11:54:03,5083599.0
2023-10-09 11:56:05,5084449.0
2023-10-09 11:57:07,5084518.0
2023-10-09 11:59:09,5086927.0
2023-10-09 12:05:17,5087777.0
2023-10-09 12:17:32,5088095.0
2023-10-09 12:29:47,5088344.0
2023-10-09 12:31:49,5088413.0
2023-10-09 12:41:01,5088672.0
2023-10-09 12:43:03,5090622.0
2023-10-09 13:03:28,5090871.0
2023-10-09 13:09:36,5091120.0
2023-10-09 13:15:43,5091379.0
2023-10-09 13:29:00,5091468.0
2023-10-09 13:39:13,5093418.0
2023-10-09 13:45:20,5093868.0
2023-10-09 13:50:27,5094186.0
2023-10-09 13:53:30,5096205.0
2023-10-09 13:55:33,5096294.0
2023-10-09 13:58:37,5098572.0
2023-10-09 14:01:41,5098641.0
2023-10-09 14:04:44,5098900.0
2023-10-09 14:18:02,5099218.0
2023-10-09 14:21:06,5099287.0
2023-10-09 14:41:33,5100137.0
2023-10-09 14:42:34,5102346.0
2023-10-09 15:06:10,5102415.0
2023-10-09 15:09:15,5102484.0
2023-10-09 15:10:18,5102743.0
2023-10-09 15:13:23,5103061.0
2023-10-09 15:15:25,5101111.0
2023-10-09 15:16:27,5101360.0
2023-10-09 15:36:10,5101609.0
2023-10-09 16:03:04,5102035.0
2023-10-09 16:06:49,5104435.0
2023-10-09 16:09:13,5104684.0
2023-10-09 16:30:59,5105603.0
2023-10-09 16:37:06,5106111.0
2023-10-09 16:46:15,5106768.0
2023-10-09 16:53:22,5107106.0
2023-10-09 16:54:23,5107395.0
2023-10-09 17:01:30,5108695.0
2023-10-09 17:08:36,5108944.0
2023-10-09 17:11:39,5109262.0
2023-10-09 17:20:49,5109521.0
2023-10-09 17:22:51,5109810.0
2023-10-09 17:26:55,5110069.0
2023-10-09 17:28:57,5110358.0
2023-10-09 17:36:04,5110607.0
2023-10-09 17:37:05,5111057.0
2023-10-09 17:42:10,5113156.0
2023-10-09 17:46:14,5113606.0
2023-10-09 18:50:30,5118248.0
2023-10-09 18:56:10,5118537.0
2023-10-09 18:59:13,5118826.0
2023-10-09 19:05:19,5119115.0
2023-10-09 19:06:20,5119184.0
2023-10-09 19:11:26,5119473.0
2023-10-09 19:13:28,5119923.0
2023-10-09 19:18:34,5120161.0
2023-10-09 19:20:36,5120450.0
2023-10-09 19:22:37,5120519.0
2023-10-09 19:24:40,5120808.0
2023-10-09 19:27:43,5120877.0
2023-10-09 19:33:49,5121126.0
2023-10-09 19:34:50,5121385.0
2023-10-09 19:40:56,5121674.0
2023-10-09 19:50:06,5121763.0
2023-10-09 19:54:10,5121202.0
2023-10-09 19:55:11,5121451.0
2023-10-09 20:03:02,5121520.0
2023-10-09 20:11:23,5122058.0
2023-10-09 20:16:28,5122307.0
2023-10-09 20:19:31,5123046.0
2023-10-09 20:21:33,5123424.0
2023-10-09 20:24:36,5123713.0
2023-10-09 20:33:45,5124002.0
2023-10-09 20:39:52,5124251.0
2023-10-09 20:43:56,5124409.0
2023-10-09 20:48:00,5124698.0
2023-10-09 20:51:03,5125016.0
2023-10-09 20:57:11,5125466.0
2023-10-09 21:06:20,5125755.0
2023-10-09 21:10:24,5128253.0
2023-10-09 21:24:33,5130203.0
2023-10-09 21:41:26,5130452.0
2023-10-09 21:43:28,5130741.0
2023-10-09 21:46:30,5131208.0
2023-10-09 22:13:23,5133417.0
2023-10-09 22:16:26,5135367.0
2023-10-09 22:31:39,5135626.0
2023-10-09 22:45:54,5135915.0
2023-10-09 22:48:56,5136204.0
2023-10-09 23:06:12,5136463.0
2023-10-09 23:11:16,5136752.0
2023-10-09 23:16:21,5138702.0
2023-10-09 23:26:29,5138991.0
2023-10-09 23:58:57,5139841.0
2023-10-09 23:59:58,5140189.0
2023-10-10 00:07:04,5142398.0
2023-10-10 01:24:08,5142647.0
2023-10-10 01:25:09,5142936.0
2023-10-10 03:16:40,5143386.0
2023-10-10 03:25:47,5143924.0
2023-10-10 04:48:56,5144242.0
2023-10-10 05:43:41,5144692.0
2023-10-10 06:13:05,5144981.0
2023-10-10 06:22:12,5145431.0
2023-10-10 06:43:27,5145680.0
2023-10-10 06:58:40,5145969.0
2023-10-10 07:06:47,5146218.0
2023-10-10 07:19:58,5146507.0
2023-10-10 07:27:05,5146057.0
2023-10-10 07:49:24,5145968.0
2023-10-10 07:56:30,5146257.0
2023-10-10 07:57:31,5146125.0
2023-10-10 08:04:36,5146374.0
2023-10-10 08:06:38,5148324.0
2023-10-10 08:09:41,5148832.0
2023-10-10 08:27:57,5149091.0
2023-10-10 08:34:02,5147141.0
2023-10-10 08:44:11,5146691.0
2023-10-10 08:45:11,5146780.0
2023-10-10 09:09:45,5147069.0
2023-10-10 09:12:47,5147919.0
2023-10-10 09:13:48,5147988.0
2023-10-10 09:14:49,5148077.0
2023-10-10 09:23:57,5148326.0
2023-10-10 09:34:06,5147476.0
2023-10-10 09:36:08,5149685.0
2023-10-10 09:40:12,5149934.0
2023-10-10 09:42:14,5150223.0
2023-10-10 09:53:25,5150482.0
2023-10-10 09:57:29,5150771.0
2023-10-10 10:06:37,5151060.0
2023-10-10 10:12:43,5151378.0
2023-10-10 10:26:56,5151667.0
2023-10-10 10:37:05,5151956.0
2023-10-10 10:40:55,5152314.0
2023-10-10 10:50:04,5153023.0
2023-10-10 11:06:19,5153860.0
2023-10-10 11:27:37,5154149.0
2023-10-10 11:38:49,5154438.0
2023-10-10 11:55:27,5154448.0
2023-10-10 12:17:47,5154697.0
2023-10-10 12:20:50,5154956.0
2023-10-10 12:41:09,5155665.0
2023-10-10 12:47:15,5155954.0
2023-10-10 12:51:19,5156203.0
2023-10-10 12:54:22,5156521.0
2023-10-10 12:56:24,5157128.0
2023-10-10 13:04:32,5159078.0
2023-10-10 13:05:33,5159655.0
2023-10-10 13:22:49,5161605.0
2023-10-10 13:24:51,5161155.0
2023-10-10 13:41:07,5161224.0
2023-10-10 13:56:23,5163423.0
2023-10-10 14:01:28,5163873.0
2023-10-10 14:04:31,5164162.0
2023-10-10 14:23:06,5404377.0
2023-10-10 14:33:15,5404666.0
2023-10-10 14:34:16,5404835.0
2023-10-10 14:36:18,5405730.0
2023-10-10 14:45:26,5406049.0
2023-10-10 14:52:33,5406944.0
2023-10-10 14:54:35,5407297.0
2023-10-10 15:13:53,5407782.0
2023-10-10 15:45:22,5408267.0
2023-10-10 15:55:31,5410959.0
2023-10-10 15:58:34,5411357.0
2023-10-10 16:08:43,5413651.0
2023-10-10 16:12:47,5413740.0
2023-10-10 16:13:48,5414382.0
2023-10-10 16:31:04,5416387.0
2023-10-10 16:35:08,5415902.0
2023-10-10 17:23:55,5416221.0
2023-10-10 17:36:08,5416495.0
2023-10-10 17:48:19,5416769.0
2023-10-10 17:52:23,5417088.0
2023-10-10 17:57:28,5417167.0
2023-10-10 18:00:31,5417256.0
2023-10-10 18:41:18,5417335.0
2023-10-10 19:05:42,5417654.0
2023-10-10 19:18:56,5417928.0
2023-10-10 19:29:30,5418413.0
2023-10-10 19:56:59,5419217.0
2023-10-10 20:10:13,5421222.0
2023-10-10 20:14:17,5421541.0
2023-10-10 20:18:22,5421939.0
2023-10-10 20:21:25,5422424.0
2023-10-10 20:22:26,5423032.0
2023-10-10 20:24:28,5423929.0
2023-10-10 20:26:31,5424203.0
2023-10-10 20:31:26,5424830.0
2023-10-10 20:34:29,5425104.0
2023-10-10 20:35:30,5425423.0
2023-10-10 20:38:33,5425697.0
2023-10-10 20:40:36,5425986.0
2023-10-10 20:42:39,5426305.0
2023-10-10 20:46:43,5426827.0
2023-10-10 20:47:44,5427146.0
2023-10-10 20:51:48,5427465.0
2023-10-10 20:52:49,5429955.0
2023-10-10 20:53:50,5430044.0
2023-10-10 20:55:52,5430318.0
2023-10-10 21:01:58,5430592.0
2023-10-10 21:13:10,5430945.0
2023-10-10 21:17:14,5431598.0
2023-10-10 21:18:16,5433603.0
2023-10-10 21:21:18,5435608.0
2023-10-10 21:23:20,5435123.0
2023-10-10 21:25:22,5435521.0
2023-10-10 21:26:23,5435840.0
2023-10-10 21:27:24,5436114.0
2023-10-10 21:32:28,5436433.0
2023-10-10 21:33:29,5437328.0
2023-10-10 21:36:32,5437955.0
2023-10-10 21:43:39,5438229.0
2023-10-10 21:48:44,5438548.0
2023-10-10 21:52:47,5438822.0
2023-10-10 21:53:48,5438946.0
2023-10-10 22:00:55,5441240.0
2023-10-10 22:09:02,5443245.0
2023-10-10 22:15:05,5443519.0
2023-10-10 22:16:06,5445524.0
2023-10-10 22:17:07,5445798.0
2023-10-10 22:21:10,5446072.0
2023-10-10 22:27:16,5447394.0
2023-10-10 22:39:31,5447668.0
2023-10-10 23:03:53,5449962.0
2023-10-10 23:11:00,5450447.0
2023-10-11 08:33:24,5469105.0
2023-10-11 08:42:43,5469379.0
2023-10-11 08:49:51,5469653.0
2023-10-11 08:50:52,5469972.0
2023-10-11 09:11:16,5470051.0
2023-10-11 09:13:19,5472135.0
2023-10-11 09:16:22,5472454.0
2023-10-11 09:22:30,5472939.0
2023-10-11 09:32:43,5473258.0
2023-10-11 09:35:47,5475263.0
2023-10-11 09:36:48,5475552.0
2023-10-11 09:41:54,5476115.0
2023-10-11 09:57:13,5476404.0
2023-10-11 09:58:15,5476997.0
2023-10-11 10:01:19,5477076.0
2023-10-11 10:20:42,5477155.0
2023-10-11 10:28:52,5477508.0
2023-10-11 10:30:55,5477861.0
2023-10-11 10:44:11,5478150.0
2023-10-11 10:53:22,5478635.0
2023-10-11 11:02:35,5478909.0
2023-10-11 11:04:38,5479183.0
2023-10-11 11:17:54,5479457.0
2023-10-11 11:18:55,5479746.0
2023-10-11 11:24:02,5480020.0
2023-10-11 11:27:06,5480294.0
2023-10-11 11:28:07,5480779.0
2023-10-11 11:31:11,5481264.0
2023-10-11 23:25:29,5510656.0
2023-10-12 10:22:33,5532694.0
2023-10-12 10:55:27,5534352.0
2023-10-12 10:59:32,5534671.0
2023-10-12 11:02:35,5534990.0
2023-10-12 11:18:54,5535264.0
2023-10-12 11:20:57,5535343.0
2023-10-12 11:37:16,5535906.0
2023-10-12 12:07:50,5536117.0
2023-10-12 12:17:01,5536602.0
2023-10-12 12:23:08,5537712.0
2023-10-12 12:26:11,5537986.0
